step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms
99,256,286.762,450.880,133.930,314994688,54.56,114.369,38.463
100,256,371.450,739.186,134.520,529547264,54.47,173.043,63.887
101,256,423.350,946.210,129.337,675872768,54.23,214.231,79.782
102,256,400.358,804.545,140.218,575553536,54.09,190.277,69.862
103,256,386.430,775.476,136.575,555638784,53.98,183.662,66.194
104,256,388.920,787.208,139.334,561156096,53.87,181.344,68.242
105,256,248.119,324.221,129.945,226836480,54.06,90.049,28.126
106,256,273.213,357.490,137.119,257867776,54.23,104.678,31.416
107,256,290.269,446.843,137.122,323624960,54.33,112.370,40.777
108,256,359.998,698.716,133.030,484040704,54.29,168.833,58.136
109,256,292.094,448.757,135.661,315686912,54.40,118.041,38.392
110,256,316.147,519.236,138.608,370700288,54.46,131.975,45.565
111,256,299.340,493.829,131.408,357613568,54.53,123.450,44.482
112,256,371.194,706.735,139.448,520241152,54.46,169.085,62.661
113,256,324.042,539.921,140.980,389570560,54.50,136.417,46.645
114,256,347.313,664.606,133.279,460169216,54.48,158.136,55.899
115,256,351.674,641.499,138.187,463712256,54.45,158.218,55.270
116,256,269.419,345.346,136.000,252133376,54.61,101.931,31.489
117,256,272.423,376.302,133.266,273063936,54.74,105.837,33.320
118,256,366.948,681.844,141.319,498999296,54.68,165.003,60.627
119,256,299.162,501.617,136.080,359682048,54.74,118.860,44.222
120,256,320.471,537.736,139.616,385110016,54.78,132.679,48.176
121,256,297.879,464.152,136.573,338079744,54.85,119.410,41.896
122,256,323.623,528.639,141.375,378580992,54.90,135.419,46.829
123,256,351.997,643.856,142.121,458080256,54.88,153.709,56.168
124,256,387.455,775.395,138.052,549097472,54.79,182.957,66.446
125,256,387.630,776.580,139.340,569384960,54.68,178.910,69.380
126,256,274.203,376.070,132.669,270192640,54.81,109.470,32.065
127,256,347.692,656.936,136.906,462139392,54.78,154.350,56.436
128,256,234.880,279.213,131.194,197926912,54.96,79.101,24.585
129,256,294.858,464.796,138.891,315596800,55.04,117.129,38.838
130,256,380.420,760.961,136.621,551985152,54.95,176.662,67.137
131,256,312.092,542.562,132.605,395055104,54.98,132.864,46.623
132,256,396.598,669.996,177.349,475500544,54.95,161.363,57.887
133,256,454.415,986.217,140.914,724414464,54.73,224.985,88.516
134,256,352.352,660.971,135.732,490545152,54.68,157.951,58.670
135,256,324.172,556.986,133.150,404008960,54.71,142.808,48.213
136,256,439.159,937.553,139.476,674738176,54.53,219.442,80.240
137,256,374.709,740.817,137.736,542457856,54.45,171.053,65.920
138,256,320.602,557.879,136.527,394493952,54.48,136.310,47.765
139,256,300.998,532.512,130.126,355434496,54.54,128.593,42.278
140,256,419.356,905.550,133.654,652414976,54.39,208.517,77.186
141,256,321.775,556.528,135.234,400310272,54.42,139.264,47.278
142,256,339.012,634.920,133.022,465215488,54.39,150.232,55.759
143,256,297.495,471.660,138.913,326397952,54.47,119.963,38.618
144,256,276.266,405.352,136.787,286056448,54.57,103.756,35.723
145,256,373.338,759.375,132.426,548835328,54.49,175.957,64.955
146,256,342.684,631.241,136.191,435523584,54.49,154.985,51.508
147,256,337.970,602.176,138.967,436318208,54.48,145.580,53.423
148,256,319.664,554.770,134.750,391458816,54.51,137.487,47.427
149,256,278.667,372.689,142.192,265084928,54.62,103.339,33.137
150,256,283.561,409.693,141.418,286658560,54.72,106.335,35.808
151,256,304.361,472.785,137.151,333705216,54.78,128.133,39.077
152,256,336.058,623.978,135.057,462553088,54.77,144.376,56.625
153,256,276.085,387.292,134.300,281804800,54.87,107.756,34.030
154,256,370.495,710.901,142.849,499122176,54.82,166.434,61.211
155,256,264.289,363.503,130.873,267411456,54.93,99.858,33.558
156,256,307.159,460.564,147.856,317153280,55.00,120.302,39.001
157,256,397.960,827.838,135.883,601792512,54.89,188.245,73.832
158,256,314.114,535.938,136.515,390848512,54.92,130.848,46.751
159,256,247.762,318.237,131.231,217542656,55.05,89.611,26.920
160,256,340.885,608.315,141.874,442810368,55.04,145.496,53.515
161,256,352.222,664.718,137.435,474542080,55.01,156.811,57.975
162,256,328.326,594.690,138.860,418279424,55.02,139.816,49.650
163,256,267.497,368.650,134.471,257114112,55.12,100.963,32.063
164,256,268.001,394.659,128.816,285331456,55.21,103.801,35.383
165,256,239.045,265.350,130.646,194424832,55.35,85.096,23.303
166,256,332.609,602.712,135.750,435683328,55.35,143.763,53.096
167,256,380.105,784.959,132.003,576376832,55.26,180.128,67.975
168,256,251.796,335.611,134.531,228339712,55.38,89.226,28.039
169,256,303.583,384.937,163.929,265965568,55.47,105.120,34.533
170,256,340.054,592.483,142.891,397930496,55.49,148.684,48.479
171,256,316.407,512.637,144.572,361803776,55.52,126.800,45.035
172,256,300.585,468.035,140.360,334594048,55.58,120.564,39.661
173,256,277.447,390.297,135.403,285306880,55.66,107.334,34.709
174,256,390.673,784.027,139.313,555606016,55.58,183.179,68.181
175,256,301.996,474.794,134.594,335151104,55.63,127.290,40.111
176,256,293.935,459.847,132.639,325881856,55.69,122.513,38.784
177,256,265.531,386.235,131.182,281714688,55.77,99.464,34.885
178,256,229.036,185.909,146.850,134455296,55.93,64.481,17.706
179,256,242.301,170.608,161.376,114118656,56.10,65.471,15.454
180,256,332.954,617.150,135.433,432652288,56.09,145.939,51.582
181,256,355.524,671.945,140.316,471846912,56.07,157.352,57.856
182,256,265.459,363.285,132.194,261582848,56.16,101.899,31.367
183,256,227.642,191.969,143.487,145133568,56.30,65.364,18.791
184,256,329.756,568.270,139.209,416063488,56.30,139.374,51.173
185,256,367.409,714.815,140.441,518012928,56.25,165.063,61.905
186,256,385.860,739.086,145.990,515051520,56.20,176.102,63.768
187,256,269.570,330.319,138.761,248721408,56.29,99.098,31.711
188,256,256.894,371.807,130.831,254877696,56.37,94.769,31.293
189,256,265.803,260.195,153.499,183635968,56.50,88.406,23.898
190,256,210.844,156.826,136.765,126373888,56.65,58.179,15.900
191,256,243.652,232.063,143.808,167620608,56.78,78.259,21.586
192,256,299.881,451.445,142.285,323420160,56.83,118.201,39.394
193,256,324.017,550.219,143.556,384151552,56.84,132.782,47.679
194,256,292.882,448.390,139.552,308461568,56.89,115.187,38.144
195,256,328.828,605.093,135.393,450555904,56.87,139.755,53.681
196,256,305.241,515.792,132.712,362696704,56.89,129.459,43.070
197,256,266.439,333.748,134.420,237776896,56.98,102.767,29.251
198,256,244.274,299.884,135.012,214679552,57.08,82.432,26.830
199,256,253.327,345.437,130.599,244101120,57.17,93.578,29.150
200,256,399.519,806.191,141.898,575844352,57.08,188.218,69.404
201,256,256.536,351.541,132.026,258142208,57.16,93.971,30.539
202,256,367.878,707.169,140.785,513515520,57.11,164.732,62.361
203,256,332.381,587.490,139.350,413818880,57.11,143.176,49.856
204,256,291.197,465.973,134.463,335990784,57.14,115.934,40.800
205,256,312.337,518.942,137.550,361156608,57.17,131.142,43.646
206,256,258.346,323.852,138.057,231927808,57.25,92.009,28.280
207,256,283.030,412.821,138.791,281714688,57.31,110.465,33.773
208,256,304.930,448.261,145.768,329998336,57.35,118.078,41.084
209,256,342.201,620.407,139.469,433590272,57.34,149.016,53.716
210,256,272.725,379.934,136.633,271659008,57.41,104.186,31.905
211,256,192.945,144.886,134.062,98430976,57.56,46.152,12.730
212,256,257.498,290.320,145.858,206729216,57.65,85.054,26.587
213,256,315.417,541.196,137.959,384204800,57.66,130.781,46.677
214,256,409.986,830.155,154.269,595869696,57.57,181.587,74.130
215,256,405.004,817.837,144.880,585646080,57.48,190.010,70.114
216,256,295.816,459.111,142.844,324317184,57.52,112.979,39.993
217,256,272.545,359.550,142.371,243486720,57.59,99.333,30.841
218,256,288.857,459.480,139.601,314880000,57.63,110.674,38.583
219,256,245.927,264.619,141.997,187121664,57.73,79.870,24.060
220,256,375.521,684.135,146.815,481124352,57.70,168.850,59.857
221,256,430.346,901.330,145.626,627585024,57.59,207.766,76.954
222,256,256.870,360.210,131.879,258600960,57.66,94.696,30.295
223,256,285.890,403.170,138.980,288329728,57.71,110.703,36.207
224,256,296.350,491.462,134.331,356724736,57.73,120.364,41.655
225,256,306.081,428.756,151.501,291024896,57.78,116.821,37.759
226,256,329.018,552.439,142.611,392384512,57.79,138.697,47.709
227,256,271.755,369.334,136.831,264335360,57.85,102.456,32.468
228,256,382.888,726.645,147.169,521719808,57.80,171.143,64.576
229,256,275.760,395.476,138.002,273117184,57.85,104.495,33.263
230,256,330.175,569.533,142.150,425369600,57.84,135.280,52.745
231,256,302.684,460.935,143.347,312877056,57.88,120.344,38.994
232,256,282.949,401.242,142.204,269467648,57.94,107.146,33.598
233,256,384.679,682.722,163.728,489955328,57.90,158.447,62.504
234,256,317.943,567.759,137.360,405905408,57.90,131.692,48.891
235,256,233.727,253.621,137.727,184381440,58.00,72.421,23.579
236,256,347.677,618.884,147.371,434651136,57.98,146.016,54.290
237,256,298.870,456.168,138.367,322207744,58.01,119.766,40.737
238,256,374.573,724.098,141.207,512741376,57.96,171.526,61.840
239,256,385.183,770.712,140.968,564256768,57.90,177.295,66.921
240,256,288.922,430.212,142.529,292679680,57.94,109.542,36.851
241,256,304.180,449.520,147.905,310595584,57.98,117.918,38.357
242,256,284.272,396.554,146.914,282345472,58.03,101.950,35.409
243,256,261.314,328.814,141.087,240771072,58.10,90.067,30.160
244,256,383.104,762.723,140.735,555200512,58.03,174.999,67.371
245,256,324.497,588.407,136.624,409616384,58.02,138.658,49.215
246,256,234.426,263.485,132.601,189333504,58.11,78.565,23.260
247,256,293.312,485.015,135.663,340074496,58.13,115.328,42.321
248,256,352.084,636.262,145.813,442019840,58.12,152.560,53.710
249,256,379.943,741.716,143.132,530919424,58.06,172.906,63.905
250,256,407.724,797.404,148.352,581263360,57.99,188.968,70.404
251,256,323.167,540.535,143.995,374865920,57.99,132.225,46.947
252,256,282.528,370.793,148.780,266579968,58.05,99.922,33.826
253,256,292.780,461.102,136.918,332210176,58.08,115.563,40.300
254,256,296.438,450.347,143.912,307290112,58.12,113.704,38.822
255,256,362.172,610.600,153.586,441446400,58.10,152.111,56.475
256,256,364.757,710.551,138.864,513654784,58.05,165.123,60.770
# summary tokens=256 s/tok=0.319 tok/s=3.136 read_MiB=93807.3 io_s=138.22 compute_s/tok=0.139 io_s/tok=0.540 cache_hit_pct=58.1 n_prompt=42 load_s=18.353 prefill_s=6.418 prefill_tps=6.54 stall_s/tok=0.133 mgmt_s/tok=0.047
