step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms,mgmt_ms
99,256,283.697,442.802,132.111,314994688,54.39,114.199,37.387
100,256,366.457,733.671,133.556,529547264,54.29,171.925,60.976
101,256,431.943,950.141,134.848,675872768,54.06,218.920,78.174
102,256,390.416,804.475,133.598,575553536,53.92,189.468,67.349
103,256,362.130,747.821,128.380,555638784,53.81,171.247,62.503
104,256,374.231,778.570,131.208,561156096,53.70,178.160,64.863
105,256,243.099,317.365,126.657,226836480,53.90,89.461,26.981
106,256,275.808,356.994,140.456,257867776,54.07,104.671,30.681
107,256,276.422,433.745,129.919,323624960,54.17,108.514,37.989
108,256,353.135,682.879,134.209,484040704,54.13,162.567,56.359
109,256,286.180,459.272,134.828,315686912,54.24,115.355,35.997
110,256,302.979,509.314,129.614,370700288,54.30,130.115,43.250
111,256,297.294,512.921,128.086,357613568,54.37,127.207,42.001
112,256,360.509,712.461,132.684,520241152,54.30,167.520,60.306
113,256,312.351,537.195,133.676,389570560,54.35,133.157,45.518
114,256,345.182,656.318,133.501,460169216,54.32,157.279,54.402
115,256,346.192,644.282,132.660,463712256,54.30,159.953,53.580
116,256,270.768,344.769,135.145,252133376,54.46,104.927,30.696
117,256,295.385,365.121,152.867,273063936,54.59,111.668,30.850
118,256,376.796,693.558,154.644,498999296,54.53,163.409,58.742
119,256,313.757,510.631,154.674,359682048,54.59,115.486,43.597
120,256,322.872,536.043,140.558,385110016,54.63,136.670,45.645
121,256,282.791,461.044,127.133,338079744,54.71,116.840,38.817
122,256,313.420,531.031,133.837,378580992,54.75,134.744,44.838
123,256,349.759,643.261,142.152,458080256,54.73,153.529,54.078
124,256,382.027,786.525,132.358,549097472,54.64,185.144,64.526
125,256,387.294,767.699,138.222,569384960,54.54,182.029,67.042
126,256,276.219,367.739,136.625,270192640,54.67,106.567,33.027
127,256,349.934,658.453,137.782,462139392,54.64,157.849,54.303
128,256,236.392,284.435,132.243,197926912,54.82,80.918,23.231
129,256,289.540,452.667,133.774,315596800,54.91,118.875,36.891
130,256,384.623,759.416,136.852,551985152,54.82,182.883,64.888
131,256,320.062,553.216,137.450,395055104,54.84,136.377,46.236
132,256,359.079,670.858,140.819,475500544,54.81,161.513,56.747
133,256,440.961,1007.157,132.782,724414464,54.59,223.663,84.516
134,256,353.701,676.772,132.679,490545152,54.55,163.799,57.222
135,256,315.941,578.608,127.698,404008960,54.58,141.093,47.149
136,256,432.440,933.640,136.860,674738176,54.40,216.352,79.228
137,256,366.907,736.162,135.106,542457856,54.33,169.105,62.696
138,256,307.380,546.883,127.122,394493952,54.36,136.057,44.202
139,256,293.050,518.458,129.017,355434496,54.41,123.076,40.957
140,256,446.210,912.471,149.075,652414976,54.26,219.851,77.284
141,256,318.921,555.033,136.113,400310272,54.29,135.693,47.115
142,256,346.658,643.562,135.573,465215488,54.27,155.539,55.546
143,256,307.277,478.956,143.868,326397952,54.34,125.752,37.657
144,256,269.812,403.282,128.756,286056448,54.45,106.191,34.866
145,256,383.444,764.145,135.993,548835328,54.37,184.234,63.218
146,256,347.259,622.049,141.479,435523584,54.36,154.666,51.114
147,256,330.985,603.505,137.578,436318208,54.36,143.169,50.238
148,256,348.739,580.075,157.456,391458816,54.39,140.765,50.518
149,256,262.589,365.512,133.406,265084928,54.50,98.277,30.907
150,256,262.864,400.746,129.838,286658560,54.60,99.437,33.588
151,256,284.385,452.374,130.660,333705216,54.66,114.973,38.752
152,256,340.828,618.270,138.356,462553088,54.65,146.165,56.307
153,256,281.421,387.150,138.980,281804800,54.75,108.323,34.118
154,256,365.583,698.718,143.519,499122176,54.70,163.242,58.822
155,256,262.972,360.694,130.512,267411456,54.81,99.913,32.546
156,256,285.139,447.485,135.220,317153280,54.89,111.747,38.173
157,256,398.749,820.108,136.649,601792512,54.78,190.400,71.700
158,256,312.928,534.917,135.459,390848512,54.80,131.993,45.477
159,256,248.425,320.781,131.241,217542656,54.94,90.814,26.370
160,256,334.234,607.490,137.155,442810368,54.93,145.618,51.461
161,256,357.571,666.088,139.289,474542080,54.90,161.989,56.293
162,256,328.562,585.357,138.631,418279424,54.91,140.504,49.427
163,256,257.566,363.086,130.527,257114112,55.01,96.614,30.425
164,256,266.832,395.158,128.988,285331456,55.10,104.631,33.213
165,256,237.388,264.813,134.089,194424832,55.25,79.461,23.839
166,256,343.242,602.385,141.094,435683328,55.24,150.667,51.482
167,256,381.057,798.621,131.170,576376832,55.15,184.479,65.408
168,256,261.460,335.575,137.908,228339712,55.27,97.296,26.256
169,256,278.631,373.780,141.924,265965568,55.37,103.932,32.775
170,256,327.000,576.370,138.299,397930496,55.38,142.357,46.344
171,256,310.100,512.448,143.047,361803776,55.42,124.979,42.073
172,256,309.779,470.267,143.100,334594048,55.47,126.026,40.653
173,256,275.851,406.027,134.771,285306880,55.55,105.993,35.086
174,256,417.571,780.747,172.170,555606016,55.48,179.359,66.042
175,256,300.519,482.698,134.817,335151104,55.53,127.077,38.625
176,256,298.497,447.652,136.823,325881856,55.59,123.282,38.392
177,256,277.491,388.016,137.270,281714688,55.67,107.265,32.956
178,256,210.869,181.260,134.134,134455296,55.83,60.603,16.131
179,256,236.227,166.009,155.514,114118656,56.00,66.289,14.423
180,256,327.959,617.598,130.253,432652288,55.99,148.910,48.797
181,256,355.398,677.363,137.487,471846912,55.97,160.759,57.152
182,256,268.351,370.998,133.090,261582848,56.06,104.565,30.696
183,256,208.658,185.139,130.906,145133568,56.21,60.199,17.553
184,256,321.167,580.845,133.006,416063488,56.21,139.116,49.046
185,256,355.929,706.236,131.750,518012928,56.15,165.362,58.817
186,256,355.910,708.272,132.152,515051520,56.10,165.417,58.341
187,256,263.597,325.862,135.690,248721408,56.19,97.507,30.400
188,256,267.803,363.980,140.243,254877696,56.28,97.458,30.102
189,256,240.037,252.499,135.904,183635968,56.41,81.549,22.584
190,256,201.846,152.937,132.000,126373888,56.56,54.224,15.622
191,256,236.495,221.472,141.589,167620608,56.69,74.199,20.707
192,256,302.958,450.920,143.896,323420160,56.73,119.184,39.878
193,256,305.578,549.440,130.588,384151552,56.74,131.800,43.190
194,256,291.034,436.437,140.516,308461568,56.80,114.094,36.423
195,256,337.094,610.432,137.552,450555904,56.77,147.813,51.729
196,256,301.524,515.884,132.685,362696704,56.80,127.930,40.909
197,256,250.416,319.478,134.691,237776896,56.89,88.273,27.452
