step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms
113,256,181.558,236.041,135.967,179920896,72.33,45.591
114,256,198.593,300.966,139.990,238522368,72.38,58.603
115,256,412.451,459.222,327.328,371085312,72.34,85.122
116,256,426.819,444.902,347.068,347148288,72.31,79.751
117,256,171.146,215.003,128.597,171110400,72.41,42.549
118,256,206.477,355.910,141.151,282636288,72.42,65.326
119,256,235.989,427.437,153.856,347959296,72.39,82.132
120,256,383.888,338.521,317.277,266637312,72.42,66.611
121,256,238.258,452.463,153.735,365580288,72.38,84.523
122,256,404.143,316.788,342.148,234405888,72.43,61.996
123,256,220.744,375.473,148.043,302628864,72.44,72.701
124,256,795.213,423.781,719.191,308600832,72.44,76.022
125,256,637.494,398.127,560.611,299212800,72.44,76.883
126,256,171.799,201.108,129.376,155516928,72.54,42.423
127,256,189.588,269.939,136.866,214351872,72.61,52.722
128,256,143.877,122.405,116.842,84627456,72.75,27.035
129,256,173.905,208.129,130.743,161660928,72.85,43.162
130,256,360.184,255.252,309.617,198758400,72.91,50.568
131,256,174.078,230.064,131.034,176443392,73.00,43.044
132,256,151.017,147.896,121.672,110419968,73.12,29.345
133,256,429.004,473.140,340.737,380534784,73.07,88.267
134,256,397.630,291.265,344.823,214757376,73.12,52.808
135,256,205.723,349.342,141.312,284835840,73.13,64.411
136,256,452.218,435.094,365.425,350625792,73.10,86.793
137,256,215.213,274.675,165.517,213540864,73.15,49.695
138,256,255.351,502.443,157.801,411021312,73.09,97.550
139,256,237.479,431.127,155.331,347381760,73.06,82.148
140,256,197.936,304.913,138.840,240783360,73.09,59.096
141,256,214.675,371.460,143.510,296140800,73.09,71.165
142,256,389.978,220.495,347.286,163110912,73.17,42.692
143,256,158.544,163.892,123.266,120508416,73.28,35.278
144,256,195.325,310.548,137.259,245305344,73.31,58.067
145,256,160.462,175.946,124.134,135462912,73.40,36.328
146,256,320.179,90.513,302.935,59006976,73.54,17.244
147,256,197.261,266.961,144.314,206352384,73.60,52.947
148,256,174.998,235.568,130.833,186875904,73.66,44.165
149,256,209.703,360.849,142.683,286052352,73.66,67.020
150,256,377.293,299.925,317.684,227450880,73.70,59.608
151,256,165.738,184.990,127.816,144273408,73.78,37.922
152,256,176.557,228.289,130.097,178704384,73.85,46.460
153,256,172.709,210.845,128.960,165371904,73.92,43.749
154,256,246.880,470.755,154.971,381517824,73.87,91.909
155,256,179.749,189.588,139.174,142417920,73.95,40.575
156,256,149.564,140.004,121.312,106131456,74.05,28.252
157,256,261.602,525.487,163.521,425459712,73.98,98.080
158,256,186.219,242.090,137.823,191397888,74.03,48.395
159,256,169.919,209.807,127.755,158994432,74.10,42.164
160,256,133.374,77.198,115.593,57151488,74.23,17.781
161,256,127.006,63.667,112.201,40169472,74.36,14.805
162,256,142.618,109.712,118.782,75005952,74.47,23.836
163,256,206.193,338.788,138.280,269647872,74.48,67.913
164,256,264.857,533.466,164.971,445747200,74.39,99.886
165,256,206.905,338.783,142.143,266403840,74.40,64.762
166,256,176.819,226.393,134.216,176443392,74.46,42.603
167,256,182.200,245.689,135.934,196325376,74.50,46.266
168,256,170.239,194.174,129.870,151633920,74.57,40.368
169,256,259.648,530.221,162.213,431603712,74.49,97.434
170,256,387.704,289.866,333.487,204730368,74.53,54.217
171,256,240.574,459.475,153.958,367669248,74.49,86.616
172,256,402.589,316.671,341.171,235855872,74.51,61.417
173,256,295.647,579.490,202.930,480989184,74.41,92.717
174,256,236.082,340.102,173.799,264142848,74.42,62.284
175,256,421.983,366.737,350.466,280952832,74.43,71.517
176,256,227.700,397.163,150.067,320483328,74.41,77.634
177,256,210.648,270.807,156.225,212090880,74.45,54.422
178,256,182.065,161.653,144.780,119697408,74.52,37.286
179,256,274.654,487.339,194.785,395550720,74.47,79.868
180,256,265.745,453.980,185.243,369291264,74.43,80.503
181,256,146.671,92.589,126.394,70078464,74.53,20.277
182,256,174.029,218.263,131.881,171921408,74.58,42.148
183,256,129.009,58.924,115.061,38719488,74.70,13.949
184,256,212.746,322.168,157.883,249827328,74.71,54.863
185,256,164.482,168.780,128.541,124968960,74.79,35.940
186,256,179.496,235.331,135.497,180559872,74.83,43.999
187,256,166.735,177.479,129.610,136912896,74.90,37.125
188,256,226.213,394.795,149.669,319033344,74.88,76.543
189,256,539.076,834.174,375.495,697257984,74.68,163.581
190,256,220.276,303.592,161.491,238755840,74.70,58.785
191,256,175.674,208.612,132.243,159633408,74.76,43.431
192,256,274.584,200.691,231.963,156561408,74.81,42.621
193,256,168.100,109.951,142.131,61267968,74.91,25.970
194,256,227.940,358.669,161.374,288952320,74.91,66.567
195,256,177.276,229.252,131.661,176443392,74.95,45.615
196,256,173.815,211.656,130.270,160677888,75.00,43.545
197,256,137.244,88.229,116.039,57790464,75.10,21.205
198,256,155.871,151.011,124.323,113319936,75.17,31.548
199,256,274.340,343.579,210.853,275791872,75.17,63.487
200,256,313.876,354.786,247.239,281530368,75.17,66.636
201,256,218.088,280.498,156.581,217829376,75.20,61.508
202,256,121.296,36.577,112.230,23764992,75.31,9.067
203,256,150.700,115.427,123.568,85438464,75.39,27.132
204,256,128.158,58.004,115.035,39358464,75.49,13.123
205,256,217.645,374.268,146.952,296484864,75.48,70.693
206,256,190.997,280.883,138.609,215568384,75.50,52.387
207,256,163.691,173.035,128.845,128507904,75.56,34.846
208,256,423.712,450.959,341.687,348598272,75.53,82.026
209,256,327.139,443.502,247.557,343904256,75.50,79.582
210,256,201.709,311.501,142.275,241827840,75.51,59.433
211,256,422.191,707.050,287.302,580976640,75.38,134.889
212,256,375.821,279.656,321.369,206524416,75.41,54.453
213,256,180.768,227.268,138.190,179109888,75.45,42.578
214,256,141.855,105.053,118.782,75411456,75.53,23.074
215,256,158.462,148.809,126.219,114130944,75.60,32.244
216,256,132.218,65.353,116.452,43646976,75.69,15.766
217,256,134.060,76.124,116.532,52457472,75.78,17.528
218,256,118.555,26.912,111.852,17215488,75.88,6.703
219,256,199.472,301.937,139.305,242638848,75.89,60.167
220,256,231.631,432.309,154.442,349003776,75.85,77.189
221,256,187.379,256.294,137.282,200613888,75.88,50.098
222,256,676.378,640.644,558.103,514781184,75.78,118.274
223,256,240.647,394.121,170.730,324599808,75.76,69.917
224,256,609.445,461.935,526.991,360886272,75.73,82.454
225,256,171.574,136.524,139.344,98365440,75.79,32.230
226,256,206.781,311.869,148.472,243449856,75.80,58.309
227,256,215.063,337.790,151.959,269881344,75.80,63.104
228,256,730.145,736.400,593.631,590020608,75.68,136.514
229,256,228.821,319.828,167.824,249360384,75.69,60.997
230,256,190.263,190.389,150.229,141606912,75.74,40.034
231,256,174.927,184.688,136.139,142012416,75.78,38.787
232,256,143.496,89.043,124.809,62484480,75.86,18.686
