step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms
1,256,804.591,420.848,383.743,679403520,4.42,0.000
2,256,490.865,277.958,212.907,442269696,10.17,0.000
3,256,514.650,327.543,187.106,530202624,14.08,0.000
4,256,350.541,194.812,155.730,286691328,19.24,0.000
5,256,343.860,191.961,151.899,283385856,23.63,0.000
6,256,349.235,191.521,157.713,289763328,27.31,0.000
7,256,256.173,121.218,134.956,173371392,31.21,0.000
8,256,339.130,176.763,162.367,267042816,34.05,0.000
9,256,371.990,218.632,153.358,335671296,36.20,0.000
10,256,364.910,212.856,152.054,328138752,38.12,0.000
11,256,351.555,183.711,167.844,272375808,40.11,0.000
12,256,258.584,125.897,132.688,172560384,42.36,0.000
13,256,415.238,252.115,163.124,391372288,43.46,0.000
14,256,299.835,159.515,140.320,231972864,45.11,0.000
15,256,497.994,307.053,190.941,498266112,45.52,0.000
16,256,289.654,150.992,138.662,224956416,46.99,0.000
17,256,236.561,105.581,130.980,141606912,48.62,0.000
18,256,269.008,136.163,132.845,192847872,49.94,0.000
19,256,424.232,241.934,182.298,364363776,50.59,0.000
20,256,290.796,148.102,142.693,207802368,51.70,0.000
21,256,275.720,139.711,136.009,198180864,52.76,0.000
22,256,214.899,90.597,124.302,116797440,54.00,0.000
23,256,198.867,74.234,124.633,95121408,55.21,0.000
24,256,306.750,167.567,139.183,251682816,55.90,0.000
25,256,225.696,98.354,127.342,131751936,56.89,0.000
26,256,234.462,83.708,150.755,108220416,57.88,0.000
27,256,232.203,100.698,131.505,137318400,58.74,0.000
28,256,227.772,100.317,127.455,132157440,59.56,0.000
29,256,236.320,96.143,140.177,122535936,60.37,0.000
30,256,164.236,45.890,118.346,55123968,61.29,0.000
31,256,208.303,82.489,125.815,102653952,62.06,0.000
32,256,221.467,89.457,132.010,113553408,62.75,0.000
33,256,158.315,40.554,117.761,50196480,63.56,0.000
34,256,468.042,289.961,178.082,462557184,63.43,0.000
35,256,481.479,292.291,189.189,474034176,63.28,0.000
