step,steps,wall_ms,io_ms,compute_ms,read_bytes,cache_hit_pct,stall_ms
1,256,854.122,570.708,283.414,945930240,1.53,0.000
2,256,559.946,364.080,195.867,592687104,6.18,0.000
3,256,595.386,399.337,196.049,660738048,9.36,0.000
4,256,387.454,232.669,154.785,362508288,14.35,0.000
5,256,377.670,226.972,150.698,359608320,18.58,0.000
6,256,443.124,257.807,185.317,397922304,21.95,0.000
7,256,282.497,142.235,140.261,204730368,26.02,0.000
8,256,375.327,221.953,153.374,349003776,28.73,0.000
9,256,452.269,283.913,168.355,457629696,30.52,0.000
10,256,425.455,247.364,178.091,387956736,32.47,0.000
11,256,401.458,244.675,156.783,381579264,34.25,0.000
12,256,284.937,147.876,137.061,216612864,36.60,0.000
13,256,479.002,304.515,174.487,487071232,37.56,0.000
14,256,572.817,381.639,191.178,626884608,37.84,0.000
15,256,668.275,453.941,214.334,754176000,37.57,0.000
16,256,573.062,366.765,206.297,601264128,37.92,0.000
17,256,418.106,254.050,164.056,392822784,39.01,0.000
18,256,437.352,273.678,163.674,432991744,39.87,0.000
19,256,705.450,496.804,208.646,834514944,39.30,0.000
20,256,599.172,397.366,201.807,663343104,39.34,0.000
21,256,564.966,377.278,187.688,610947072,39.52,0.000
22,256,560.368,365.678,194.690,599002624,39.74,0.000
23,256,529.476,349.682,179.794,580804608,39.99,0.000
24,256,462.166,275.267,186.899,438964224,40.63,0.000
25,256,543.858,354.168,189.690,583814656,40.85,0.000
26,256,622.334,391.130,231.204,645783552,40.87,0.000
27,256,443.305,278.034,165.272,446558208,41.41,0.000
28,256,584.880,389.044,195.836,634650112,41.45,0.000
29,256,447.843,276.890,170.954,446091264,41.96,0.000
30,256,654.209,450.705,203.504,752726016,41.70,0.000
31,256,423.381,258.636,164.745,413749248,42.24,0.000
32,256,630.408,413.935,216.473,690880512,42.12,0.000
33,256,485.357,307.001,178.357,495881728,42.45,0.000
34,256,785.343,548.833,236.510,916070400,41.84,0.000
35,256,650.987,441.808,209.179,737599488,41.64,0.000
36,256,592.460,347.914,244.545,549040128,41.84,0.000
37,256,386.478,229.416,157.062,360824320,42.42,0.000
38,256,288.675,153.503,135.172,221945856,43.24,0.000
39,256,362.773,207.159,155.614,323788800,43.83,0.000
40,256,317.280,148.754,168.527,206352384,44.63,0.000
41,256,423.447,256.612,166.835,409227264,45.01,0.000
42,256,511.684,331.275,180.409,541617664,45.14,0.000
43,256,654.873,428.011,226.863,711106560,44.95,0.000
44,256,529.643,178.096,351.548,256376832,45.57,0.000
45,256,499.083,316.085,182.998,509853696,45.73,0.000
46,256,347.132,199.780,147.353,311095296,46.22,0.000
47,256,475.844,282.804,193.040,455540736,46.46,0.000
48,256,570.683,378.756,191.927,624623104,46.41,0.000
49,256,461.052,290.467,170.585,471773184,46.60,0.000
50,256,474.183,297.612,176.571,485044224,46.77,0.000
51,256,515.622,334.191,181.431,550895616,46.83,0.000
52,256,452.143,283.576,168.567,457973248,47.03,0.000
53,256,611.988,394.391,217.597,654127104,46.94,0.000
54,256,431.366,268.382,162.985,427081728,47.17,0.000
55,256,525.707,344.131,181.577,563933184,47.21,0.000
56,256,369.275,219.326,149.949,351498240,47.54,0.000
57,256,707.938,458.358,249.579,760552960,47.28,0.000
58,256,397.153,237.440,159.713,372363264,47.57,0.000
59,256,395.242,228.996,166.247,360652800,47.87,0.000
60,256,451.945,276.592,175.353,438558720,48.06,0.000
61,256,522.802,331.831,190.971,539824128,48.10,0.000
62,256,549.351,353.430,195.921,577670656,48.10,0.000
63,256,591.954,399.070,192.884,669548544,47.98,0.000
64,256,450.753,277.187,173.566,442441728,48.15,0.000
65,256,578.306,379.288,199.018,635289088,48.07,0.000
66,256,838.976,591.318,247.658,993976320,47.56,0.000
67,256,473.746,300.229,173.518,483827712,47.68,0.000
68,256,341.379,195.200,146.179,307851264,47.99,0.000
69,256,456.482,288.862,167.620,465162240,48.13,0.000
70,256,702.232,480.777,221.455,805821952,47.86,0.000
71,256,566.709,376.484,190.225,629145600,47.80,0.000
72,256,455.906,287.134,168.771,470151168,47.92,0.000
73,256,424.902,259.349,165.553,404299776,48.12,0.000
74,256,440.547,269.023,171.524,426909696,48.28,0.000
75,256,484.677,309.061,175.616,497393664,48.36,0.000
76,256,579.001,373.350,205.651,614424576,48.31,0.000
77,256,479.351,304.101,175.250,489737728,48.40,0.000
78,256,653.907,431.234,222.673,718123008,48.24,0.000
79,256,442.389,272.367,170.021,429514752,48.40,0.000
80,256,651.301,435.773,215.528,710062080,48.26,0.000
81,256,503.715,326.112,177.603,532573696,48.30,0.000
82,256,841.027,588.318,252.709,974094336,47.90,0.000
83,256,518.928,328.108,190.820,530780160,47.94,0.000
84,256,531.813,346.966,184.847,567643648,47.95,0.000
85,256,451.169,281.421,169.749,456179712,48.07,0.000
86,256,680.170,319.101,361.069,513798144,48.13,0.000
87,256,512.589,309.575,203.014,500170752,48.20,0.000
88,256,503.958,324.252,179.705,525680640,48.25,0.000
89,256,407.330,247.417,159.912,393695232,48.41,0.000
90,256,318.023,176.352,141.671,268197376,48.70,0.000
91,256,517.441,332.680,184.761,541040640,48.72,0.000
92,256,496.024,319.136,176.888,521330688,48.77,0.000
93,256,362.379,210.622,151.757,329932800,48.98,0.000
94,256,318.045,175.458,142.587,264142848,49.25,0.000
95,256,466.386,293.159,173.227,479539200,49.32,0.000
96,256,520.580,338.893,181.687,559472128,49.33,0.000
97,256,644.853,435.993,208.860,728322048,49.18,0.000
98,256,620.715,412.152,208.563,673837056,49.09,0.000
99,256,437.744,273.878,163.866,440352768,49.20,0.000
100,256,422.014,255.868,166.146,417226240,49.32,0.000
101,256,659.633,443.157,216.477,734699520,49.17,0.000
102,256,522.644,338.911,183.733,560283648,49.18,0.000
103,256,376.513,224.059,152.454,350797824,49.35,0.000
104,256,537.633,350.517,187.116,567066624,49.35,0.000
105,256,496.821,316.647,180.174,519647232,49.39,0.000
106,256,420.139,251.730,168.409,395317248,49.52,0.000
107,256,337.481,165.644,171.837,235450368,49.77,0.000
108,256,330.281,183.362,146.919,282574336,49.99,0.000
109,256,499.586,319.320,180.265,517447680,50.02,0.000
110,256,732.080,512.810,219.270,865873920,49.78,0.000
111,256,382.889,218.652,164.237,336715776,49.94,0.000
112,256,596.540,368.251,228.289,594075648,49.92,0.000
113,256,396.508,234.081,162.426,370335744,50.05,0.000
114,256,644.151,270.254,373.898,428875776,50.15,0.000
115,256,478.942,304.340,174.602,491999232,50.20,0.000
116,256,523.610,326.874,196.736,532230144,50.21,0.000
117,256,292.948,147.533,145.415,211279872,50.46,0.000
118,256,405.410,243.903,161.507,393056256,50.57,0.000
119,256,491.068,310.050,181.018,510897664,50.60,0.000
120,256,645.316,435.852,209.464,726700032,50.47,0.000
121,256,619.551,420.218,199.333,695746560,50.37,0.000
122,256,523.379,333.362,190.017,553905664,50.36,0.000
123,256,507.294,324.323,182.971,520691712,50.39,0.000
124,256,461.528,292.979,168.549,470728704,50.44,0.000
125,256,480.216,303.347,176.868,493277184,50.48,0.000
126,256,318.686,172.009,146.678,260026368,50.68,0.000
127,256,531.053,329.832,201.221,543878656,50.68,0.000
128,256,702.728,466.794,235.934,774463488,50.53,0.000
129,256,536.246,346.613,189.634,572166144,50.51,0.000
130,256,426.513,255.690,170.823,397344768,50.61,0.000
131,256,318.008,172.397,145.611,256548864,50.80,0.000
132,256,384.190,222.458,161.732,346914304,50.93,0.000
133,256,622.959,407.638,215.321,678297600,50.85,0.000
134,256,477.663,301.257,176.407,482377728,50.89,0.000
135,256,739.320,494.687,244.633,813182976,50.72,0.000
136,256,461.432,291.093,170.339,470900736,50.77,0.000
137,256,558.510,359.444,199.066,586948608,50.74,0.000
138,256,503.538,324.967,178.571,526602240,50.76,0.000
139,256,470.500,294.818,175.682,475656192,50.80,0.000
140,256,326.170,178.848,147.322,276025344,50.97,0.000
141,256,429.161,250.883,178.277,395722752,51.06,0.000
142,256,468.081,296.481,171.600,475827712,51.10,0.000
143,256,635.643,430.103,205.540,712728576,51.00,0.000
144,256,571.051,371.485,199.566,601903104,50.96,0.000
145,256,349.459,198.694,150.766,306978304,51.10,0.000
146,256,311.533,157.883,153.650,236900352,51.28,0.000
147,256,577.704,385.782,191.922,636334080,51.23,0.000
148,256,407.546,235.072,172.475,362508288,51.33,0.000
149,256,489.759,310.361,179.399,508169728,51.35,0.000
150,256,343.508,187.591,155.917,281358336,51.50,0.000
151,256,359.294,198.462,160.831,302051328,51.63,0.000
152,256,553.847,365.378,188.469,614829568,51.59,0.000
153,256,559.711,365.186,194.525,597147648,51.56,0.000
154,256,600.789,400.413,200.376,665776128,51.49,0.000
155,256,325.053,175.328,149.725,258404352,51.64,0.000
156,256,383.079,225.002,158.078,361057792,51.74,0.000
157,256,716.531,483.611,232.920,797011968,51.60,0.000
158,256,545.499,353.603,191.896,578887680,51.57,0.000
159,256,469.200,292.871,176.329,468062208,51.61,0.000
160,256,358.715,204.304,154.411,324771328,51.73,0.000
161,256,602.139,392.054,210.084,644505600,51.67,0.000
162,256,351.207,201.286,149.920,301645824,51.80,0.000
163,256,423.838,251.358,172.480,400588800,51.87,0.000
164,256,593.533,389.175,204.359,649432576,51.81,0.000
165,256,395.820,234.003,161.818,363724800,51.90,0.000
166,256,659.413,425.170,234.242,695980032,51.81,0.000
167,256,447.288,274.883,172.406,438091776,51.86,0.000
168,256,485.871,282.601,203.271,452063232,51.91,0.000
169,256,752.537,523.684,228.853,872017920,51.73,0.000
170,256,306.353,164.353,142.000,242233344,51.88,0.000
171,256,663.239,446.727,216.512,738582528,51.78,0.000
172,256,651.703,430.320,221.383,716439040,51.69,0.000
173,256,578.041,384.460,193.581,638595072,51.63,0.000
174,256,518.388,334.363,184.025,552284160,51.63,0.000
175,256,543.627,350.369,193.258,570138624,51.61,0.000
176,256,533.796,343.060,190.736,560455680,51.60,0.000
177,256,325.259,181.807,143.453,272953344,51.73,0.000
178,256,222.975,94.834,128.140,125841408,51.93,0.000
179,256,610.900,409.326,201.574,683863552,51.85,0.000
180,256,621.674,405.530,216.145,660738048,51.79,0.000
181,256,450.669,269.249,181.420,420065280,51.85,0.000
182,256,567.219,364.651,202.568,596508672,51.82,0.000
183,256,358.659,205.637,153.022,313933824,51.93,0.000
184,256,580.324,361.835,218.489,586543104,51.90,0.000
185,256,500.996,318.927,182.070,513097216,51.91,0.000
186,256,623.970,405.281,218.689,674648064,51.84,0.000
187,256,443.049,263.985,179.064,416182272,51.90,0.000
188,256,530.333,343.789,186.544,558661632,51.89,0.000
189,256,683.743,461.097,222.645,771858432,51.78,0.000
190,256,509.959,317.155,192.805,514670592,51.78,0.000
191,256,411.617,238.063,173.554,377118720,51.85,0.000
192,256,328.418,174.798,153.619,261881856,51.97,0.000
193,256,413.951,231.150,182.801,361696768,52.05,0.000
194,256,544.558,353.993,190.564,575877120,52.03,0.000
195,256,604.274,403.490,200.784,670765056,51.97,0.000
196,256,458.686,281.839,176.847,458612736,52.00,0.000
197,256,496.048,314.797,181.252,518959104,52.00,0.000
198,256,505.031,325.195,179.836,533851648,52.00,0.000
199,256,702.122,460.701,241.421,764203008,51.90,0.000
200,256,463.764,291.288,172.477,468639744,51.93,0.000
201,256,645.025,440.633,204.391,730582528,51.85,0.000
202,256,477.385,301.331,176.054,479944704,51.87,0.000
203,256,342.324,184.431,157.893,275619840,51.98,0.000
204,256,372.604,216.730,155.874,335671296,52.07,0.000
205,256,490.094,306.763,183.331,497098752,52.08,0.000
206,256,370.524,186.091,184.432,281358336,52.19,0.000
207,256,550.445,346.534,203.912,560516608,52.17,0.000
208,256,787.419,533.924,253.495,893988864,52.02,0.000
209,256,530.441,326.641,203.800,531824640,52.02,0.000
210,256,584.453,376.197,208.256,623001600,51.98,0.000
211,256,663.568,445.572,217.996,743104512,51.89,0.000
212,256,371.072,211.850,159.222,321294336,51.98,0.000
213,256,490.716,295.564,195.152,478088704,52.00,0.000
214,256,572.020,372.228,199.792,613957632,51.97,0.000
215,256,368.045,210.306,157.739,320483328,52.06,0.000
216,256,214.555,82.686,131.869,106770432,52.23,0.000
217,256,300.063,151.694,148.369,219045888,52.36,0.000
218,256,235.761,73.806,161.955,101670912,52.53,0.000
219,256,538.521,343.682,194.838,565444608,52.51,0.000
220,256,469.447,293.800,175.647,470728704,52.53,0.000
221,256,302.404,158.993,143.411,235855872,52.65,0.000
222,256,587.173,384.514,202.659,636506112,52.60,0.000
223,256,457.649,276.341,181.308,442675200,52.63,0.000
224,256,647.782,434.286,213.496,714006016,52.56,0.000
225,256,602.583,384.602,217.982,631812096,52.52,0.000
226,256,486.624,303.621,183.003,493277184,52.53,0.000
227,256,537.909,339.585,198.324,549617664,52.52,0.000
228,256,779.510,541.844,237.666,899321856,52.38,0.000
229,256,472.356,274.915,197.441,426614272,52.42,0.000
230,256,723.558,473.974,249.584,766464000,52.33,0.000
231,256,380.235,207.613,172.622,315150336,52.41,0.000
232,256,231.576,95.602,135.973,128679936,52.56,0.000
233,256,408.896,241.694,167.202,381173760,52.61,0.000
234,256,457.911,274.666,183.245,436702720,52.65,0.000
235,256,661.637,444.669,216.968,739627008,52.57,0.000
236,256,337.784,167.522,170.262,239333376,52.67,0.000
237,256,561.762,359.362,202.400,592687104,52.65,0.000
238,256,486.419,296.061,190.358,477449728,52.67,0.000
239,256,809.882,541.695,268.187,882278400,52.53,0.000
240,256,490.916,300.586,190.330,479305728,52.55,0.000
241,256,444.174,257.807,186.367,407666688,52.59,0.000
242,256,429.553,252.891,176.661,398389248,52.64,0.000
243,256,507.350,302.721,204.630,487882752,52.66,0.000
244,256,355.438,178.654,176.783,265359360,52.75,0.000
245,256,558.632,362.275,196.358,593731072,52.72,0.000
246,256,311.425,161.582,149.843,233422848,52.83,0.000
247,256,442.299,255.611,186.687,390795264,52.87,0.000
248,256,582.631,382.534,200.097,629956096,52.84,0.000
